label,content
0,再万一刮来几个别人家的老婆怎么办
0,是由一位xx后年轻企业家创办的
1,感谢您致电凤凰国际大酒店，酒店现推出xxx元／间协议房活动，入住客房免费享受游泳或健身服务。我们期待您的光临，并将竭诚为您服务！
0,瑶海区、高新区等区8月份入市量较大
0,2015首届“阳光汉源”环湖自行车赛已进行了一半的行程
0,从苏州经过美丽的杭州湾跨海大桥
0,上一班飞机晚了半个小时安检入机我这班晚半个小时之前能起飞就是我赚了
0,花店的玻璃碎了居然要保险公司赔三万多还有我们赔两万
0,鸡汤太多了也就腻了自己你该有些行动在我2017
0,揭秘民航“潜规则”：管制权也能交易
1,老洛阳酒免费领酒，参加会员，有更多优惠。我现在这里领酒，你也快来吧！地址:唐宫东路xxx号。电话xxxxxxxxxxx，xxxxxxxx。
0,看着rushhour聊天扯淡
1,维多利菲诗小铺x月x日到x月x日会员专享活动满xxx立减xx进店免费领取xx元指甲油＋xx元指甲贴＋新品旅行三件套。
0,网上在讲的上电视交xxw导师转身xxxw是真的吗
0,x、佟大为演“游戏贱暖男”上瘾
1,广东艺之家装饰公司，今天开始正式上班，做品质装修首选艺之家，欢迎广大客户前面咨询，地址：海楼路xxx号x楼
0,打骂小小的违法一下都很正常
0,北京逸格天骄国际展览有限公司
0,工业区派出所帮助济南市的徐某要回血汗钱
0,与奋斗在成功路上的朋友们共勉
0,——夏天空调跟电脑不能两全
0,待我们国家亦或法律完善的那一天
1,现有沙坪坝大学城独栋x层幼儿园一个。价格低。大操场。大门大坝子。现房。需要的联系我。谢谢
0,这就是为什么中国贪官这么多呀
0,花千骨现在一周播6集你们造么
0,礼拜五连打开电脑的心情都没有…我已经在过周末了
0,韩国整形医院整形失败的例子你还敢去吗
0,就用水精灵天天护肤皮肤还是干
0,各种落地旅游团和备飞旅游团……热热闹闹都是晚点惹得祸……
0,IFM领鲜金融对p2p行
0,手机都能忘记带回家最近脑子真是够够的
0,前几天去了ColoniadeSantPere
0,残骸与波音xxx飞机零件惊人相似
0,去外滩啊城隍庙啊南京路的游客真的都挺可惜的
0,在南京徐庄软件园实习的大学生小王报警说
0,华锦股份龙泉股份潍柴重机史丹利电科院机器人
1,翰皇兴盛苑小区店办理会员赠送服务并享受会员优惠待遇。地址：新华街兴盛苑小区大门南侧第三家（龙凤装饰城往北三十米处）联系电话：xxx
0,果然nono线道出seri是为了自己排斥一切和taku交好的人
0,「南通开发区11个月大的孩子被母亲一家害死」抚养两个多月
0,不知道自己做的事是违法的啊
0,我对唱鱼的那个歌手是不是鱼不感兴趣
0,广西14个市的书记、市长参加了哪些公务活动
0,广州天河区法院作出一审判决
0,这是华为ICT产品和解决方案的自然延伸
0,别的电商要贵400~900不等
0,汽车之家这么大的公众网站犯这么低级的错误
0,對IMF本身也是一個較大的激勵
0,"""世界上并不存在一个""""适用于所有软件""""的完美设计"""
0,TSRC移动之夏奖励活动正在火热开展
0,剧中中由赵丽颖主演的花千骨因是世间最后一个神
0,招聘：婚礼场地布置兼职要求：刻苦耐劳
0,涉及多地公安、多警种、包括已经封存的档案
0,短线最具上涨潜力股票将在实盘中推荐
0,由山东济宁交运集团集中采购的380辆新型纯电动公交车已全部抵达山东济宁
0,主题是“互联网+”对税务部门的挑战和机遇
0,在南京一下飞机差点没热晕过去了
0,阿瓦迪夫卡、Lozove、金沙村和卢甘斯克村被小型武器和迫击炮攻击
0,看完了全本花千骨才明白为什么大家说虐
0,"""1绍兴交通广播联合绍兴公安""""110""""指挥中心"""
0,柳州市人民检察院党组书记、检察长李桂华
0,来自荷兰设计师FrankTjepkema的纸雕和镀金金属雕塑作品
0,二嫂好漂亮哦~以后喊我逗逗或者逗逼就好
0,12306网站的设计师真尼玛是天才
0,NBA夏季联赛今天结束了半决赛
0,实现财富自由梦想的股友可以争取加入二期培训
0,Mustang超过50年的历史知道的肯定不多
0,ImissUsomuch～
0,但仍难以抵消房地产建设活动持续下滑对经济的拖累
0,猪肉和旅游价格上升是CPI环比上涨主因
0,加油吧实习生结局了就看冰与火的青春
0,7月31日遭遇工行如意金到现在
1,新年伊始，百业俱兴，工厂开工，保障先行。百元保险为您提供xx天到xx周岁，一到六类职业的小孩的，工人的，大车司机的保险卡。我们身边的客户资源不要浪费，无论是砖瓦生产工，建筑物大小工，汽车修理工，钢铁铸造工，鞋帽制造工，食品加工，还是各行各业的销售工人，我们都为你们准备了保费低保障高，保障全面的意外卡单，合作多年，值得托付！百元保险欢迎四方新老主顾前来洽谈业务。【百元保险张永贤敬上！】服务专员张晓冉，联系电话xxxxxxxxxxx
0,一晚上写了20页的项目执行计划书
0,Vacbin是一个结合垃圾筒和吸尘器的设计
0,但是晚上手机像素不太给力呀
0,打算用盗窃来的钱财从前夫手里换回小孩的抚养权
0,O别墅深夜失火众男女爬窗逃生
0,地址：成都科华南路铁道下穿
0,个人觉得好的生活状态与是否幸福
0,刚看了花千骨第一集被杀姐姐秒死
0,而不再会忧心百度抓取了不想显示的图片在搜索结果里面
0,雨势大时呆在房间里x中小学生停课
0,如皋的肺——龙游河公园周边小吃要整治了
0,有电视的感觉瞬间比电脑还实在
0,蜂蜜柠檬红茶里加入了纯黑咖冰块
0,有人说坐飞机从来没不晚点过
0,其他大佬也纷纷布局O2O……
0,打开windowsupdate
0,14、北方玄武七宿之七：壁属水
0,常州中山门菜市场的安全监管工作较到位
0,別攻擊我哈哈混血兒基因就是好
0,200W/800W像素前后摄像头
0,此时为皮肤做好面部防晒尤为重要
0,今天在常州配了副??～那里的眼镜很便宜哦
0,iPad类读者可以读的更快也更舒服
1,      亲爱的您， 您的节日快到了祝您节日快乐！节日期间欧家将有全年最大力度宠爱回馈 ，全场xxx减xx，xxx减xxx。还能双倍积分，并有欧家护肤达人为您贴心送上护肤妙招。
0,win10虽然在一开始预览版的时候bug多多
0,塘沽电大2015年秋季招生正在进行
0,Twitter这样的ImagePicker用的是什么API
0,更加增强了Murcielago的运动感
1,您好，我是吴家山中百二楼zxx专柜的导购员，为了迎接一年一度的三八妇女节，本店特推出优惠活动，冬款x折，春款满xxx减xx，时间x月x
1,x-xx平绝版黄金面积，可包租可自营，终身享权，一楼单价xx.x～xx万，三楼单价x.x～x万！ 接待专员：王菲 收到请回复，谢谢
0,我跟黄正14岁的时候就躺在一起睡觉然后互相说鬼故事吓得都不敢睡如今22了……
1,尊敬的顾客：您好！xxxx年x月x日澳优佳艾特羊奶粉双倍积分、有需购买请抓住时机。再此，祝您们全家新的一年身体健康，万事顺利！普陀路红
0,笔记型电脑的出货疲软使得标准型记忆体产能去化不易
0,8月16日周日中午12点到下午3点
0,当我穿xl衣服………嗯……我等下就是这样…去打摔跤…我刚百度学回了…重伤自救的十个方法…嗯……
0,对涉嫌影响证券交易价格或其他投资者投资决定的24个账户采取了限制交易措施
0,手机被偷呵呵哒小偷怎么都不去死
0,广东镇干部身家20亿有房百套被举报获刑12年
0,英国的一位设计师设计了一个可以去除异味的衣架
0,I’moxygenandshe’sdyingtobreathe
0,x月x日央行官方回应网购日限额xxxx元：仅针对用支付账户余额付款的交易
0,含山县法院对原含山县中医院院长金文超受贿案作出一审判决
0,平安证券开户足不出户平安寿险客户专享开户方式：长按下方二维码
0,麻烦坚强点不是所有人都能依靠
0,12万方欧式滨水湖景园林、满屋名牌9A精装、航母级醇熟配套
0,政府与民间对恶俗不可取庇护和纵容的态度
0,本片“星爵”克里斯·帕拉特、布莱丝·达拉斯·霍华德主演
0,法官的判案不應受外界的壓力而妥協
0,"""台风""""灿鸿""""带来丰沛雨水浙江市民街头忙抓鱼"""
1,x.xx日【东易日盛装饰】携百家家居榀 牌钜恵临沂：持白 金卡鎹加油卡交定 金鎹大家 电，消費返 現九重禮！ 巩雪xxxxxxxxxxx临沂
0,地产、非银金融、建筑装饰均跌x%左右
0,肌肤每天24小时都在与环境的污染、紫外线等作斗争
0,无意间看到一个亲人在MH370遇难博主的微博
1,您好，我是前段时间跟您联系做代/歀的，那时候快过年了您就没有考虑了，现在立息都有所下调，姿金还有需要吗？详询xxxxxxxxxxx【李经理】
0,闭了weibo到twi的ifttt
1,你好，我是北京现代苏州正旺xs店的销售顾问刘芹，这是我的电话，您可以联系我，来店看车，试驾即有丰厚礼品赠送。地址：吴中区东环南路xxx
0,有人问枫叶你是江苏的为什么会在西南
0,事件起源：xxxx年x月xx日
0,紫外线激活色素母细胞合成酪氨酸酶
0,市场传闻国家队1200亿定制4支基金后
0,可是现在百度贴吧的行为实在让人心寒
0,浙江人看台湾就两个字“小气”
0,1oem更上来的如果正式版出了需要滚回原先那一版win8
0,CBA开始实行选秀之路任重而道远
0,还可以用之前领取的红包减x元
0,大众汽车公布了在驾驶辅助系统方面的近20项成果
1,尊敬的各位新老顾客，三八妇女节来临为感谢大家长期以来对本店的支持，现将本店内衣及化妆品特价处理，内衣原价xxx元的现价xxx，原价xx
0,该路段于2015年08月03日05时40分因高速交警管制
0,73点位有市场外资主导大部分股票会成为本年度最大最高增持的意向点位价值
0,打的去酒店的哥像嗑药后副作用一样的视线不集中还不时狠摇头真的让人好怕怕
0,当每天看到房产经纪打鸡血的开晨会时
0,华为荣耀7通用耳机半入耳式6plus原装正品手机P8耳塞式耳机潮
0,浙江钱江生物化学股份有限公司
0,沈阳市铁西区人民法院在多处小区显著位置张贴“失信被执行人曝光单”
0,姑奶奶给买的汽车姨奶奶买的小车这么多人疼你宝宝多幸福呀～
0,感觉IG打到后面越来越没有底气了
0,不调查不了解真相就开始“呼风唤雨”
1,飞鹤现在有活动了，x月x号-x月x号全部商品x.x折，快乐娃x店（地税对面）
0,并向其索赔722万元用于修复环境
0,在我国分布于江苏、浙江和广西
0,如果接到显示为“170”开头的电话
0,谁跟华为mate7比较熟悉
0,刚刚宣读的起诉书内容听清楚没有
0,Nintendo智能手机……还真是能引发冲动消费
0,那么现在的阿里巴巴您高攀不起
0,参加泡泡足球派对在马沙沟滨海游憩区～～～用不同的角度看世界
1,您好：君浩汽车近期做活动：保养半价，满xxx品牌雨刮一副。提前预约才享此活动电话xxxxxxxxxxx罗娇
0,世界上最大的飞机2016年到来：能发射火箭
1,办理银联无线pos机，手续合规、价格低、下机快，可绑定个人银行卡，欢迎咨询。温馨提示:各国有商业行的对公账户管理费平均xxx~xxx元
0,他们就是勾结国外做空中国从中获利
0,喜欢熬夜者及肝病患者的福音
0,股指期货市场只有20多万账户
0,就使用我的邀请码fse2u8下载并登录浙江移动手机营业厅
0,心血管疾病是由于高脂血症、血液黏稠、动脉粥样硬化、高血压等所导致的心脏及全身组织发生缺血性或出血性疾病
0,淘宝的CEO无法让一个消费者在网上先闻到烘好咖啡豆的香味
0,就是洗手不干的还得癌症了呢
0,”护士用饱含爱心地话语深情的说：“看你说的
0,宋美龄说喜欢法国梧桐那年蒋介石在整个南京城种满了梧桐你说你喜欢海我就浪到现在
0,以路域环境综合整治工作为基础
0,让我一个人坐飞机去上海总公司
0,洗完澡走夜路穿了一双4斤重的马丁靴
0,14周二罗湖店小颖老师18
0,因为CBB马油皂是最好的护肤品只有把皮肤深层的螨虫去掉
0,直到6年前孩子知道了自己的身世…
0,看着原本强健的BaitollahAbbaspour变得这么虚落
0,看到有票务说南京1212………感觉自己在课上就要哭出声了………
0,多么不容易的旅游啊不容易呢
0,救人的是安阳肿瘤医院普外科的护士长王晓霞
0,今天去看飞机照片拍起来应该也不错的
0,csv从CSV中计算列的总数
0,近日LG就宣布推出一款定位中端的xG网络智能手机“BelloII”
0,和uncle软磨硬泡借到了这本书啧啧啧炒鸡棒
0,我推荐要去浙江安吉HelloKitty主题乐园
1,大润发欧莱雅x、x劲爆活动：x月x日～xx日满xxx减xx，xxx减xxx活动超值，各位亲爱的有需要的抓紧了，欧莱雅导购琳琳祝大家节日快乐
0,苏南网内其余的高速路段通行正常
0,联系人张18223468951
0,『强迫政府接受他们的幼稚』
0,心中好声音里面最喜欢最遗憾的遗珠
0,隆重推出“圆明皇家风新园旗袍美”中国首届顶级旗袍派对摄影盛典
0,Eve'sGlow有效治疗橘皮组织
0,这是我们在新浦校区最嗨的一天
0,在接近跑道时飞机机身左右摇晃
0,2答完不让交卷想着那就趴着睡会儿
1,你好！我是房东，号码已换成这个了。这次房租麻烦你打到我爱人的工行卡上：xxxxxxxxxxxxxxxxxxx王伟。
1,得美国进口B超脂肪检测仪免费检测一次；只要到店就送减脂课程一堂；只要你敢减就能保你实现心中的梦想！   名额有限火速报名电话：xxxx
1,您好，宏康三八节送美丽。加微信：xxxxxxxxx参加微整特惠大放送：塑美极xxxxx、音波xxxxx、美肤x万抵x.x万、玻尿酸xx
0,记者从xxxx年全国旅游市场监管
0,首批17封通知书全部为省内高校
0,姑娘我就奉劝你一句你从我手机抢走的东西迟早被我抢回来要不就是被别人抢走
1,【www.xxxjs.com】存入xxx送xxx：不计输赢反x%，每月反佣百分之五
0,据法国媒体Nowwhatever爆料
0,介绍了司法实践中办理贿赂犯罪案件的相关知识
0,希望大家可以严肃面对大号举报完小号接着上举报id和单条微博的不实信息仔细阐明事实他什么都没做错可是被扣上辱hua的帽子一辈子都摘不下来了
0,两人因涉嫌故意伤害被昆山警方依法处理
0,消费者不要购买壮阳类保健食品
0,直升飞机将冒险在老风口进行一次特殊营救
0,2．餐前别吃圣女果、橘子、山楂、香蕉、柿子
0,我们是江苏省盐城市亭湖区五星村一组村民
0,井柏然去无锡夜店被路人偶遇
0,麦迪明星队以总比分xxx比xxx拿下广东宏远队取得胜利
0,一队医生在飞机上谈的不是学术
0,真融宝轻松理财清凉一夏
0,湖州师范2014届理学院应用物理系毕业生
0,微信支付团队宣布发起8月8日“无现金日”
0,NBA|火箭中意之人又惹麻烦或被迫安装酒精监控器
0,一想到明天就好激动你与我同在爱你加油
0,一大早和小姨去医院陪他去照片
0,唐山北站就是一个大别墅的壳子
0,刚刚大概有10辆警车之类的从一桥往高速方向去了
0,告上法院要求电话运营商赔偿经济损失xx万元及相应利息
0,至少有12部手机和一千余元现金被盗
0,有时候或许你在质疑当初你的抉择
0,质疑的人请搜搜演艺圈都挣多少钱吧
0,市气象台昨天xx时xx分发布高温黄色预警信号
1,广大客户的支持特办优惠活动，欢迎来电咨询，对配件模具、售后服务有需要也可联系我，竭诚为您服务，祝您生意兴隆！电话xxxxxxxxxxx
0,刚刚接到+xxxxxxxxxxxx电话
0,淄川街头小偷30秒开锁偷走自行车
0,影响南京路到北京路大部分用户用水
0,用Iplay—有防晒指数的太阳帽
0,小米Note标准版全网通目前没有计划出64G版
